week_number,date,month,year,channel_code,channel_name,subject_id,subject_title,amount,rpm_range
144,2028-10-03,10,2028,CC,Cartel Capital,CC048,Miami Luxury Condos: Real Estate Money Laundering,$Billions,$18-32
144,2028-10-03,10,2028,EI,Early Intel,EI040,JPMorgan Mortgage Trading Desk: London Whale's Friends,$6.2B,$15-28
144,2028-10-03,10,2028,SG,Startup Graveyard,SG032,Boo.com - $135 Million Burned in 18 Months,$135M,$20-35
144,2028-10-03,10,2028,LB,Legal Billions,LB024,PFAS Forever Chemicals - $10 Billion Expected,$10B+,$18-30
145,2028-10-10,10,2028,CC,Cartel Capital,CC049,Manhattan Penthouses: Shell Company Buyers,$Billions,$18-32
145,2028-10-10,10,2028,EI,Early Intel,EI041,Credit Suisse's Tipping Culture: Multiple Employee Schemes,$Millions,$15-28
145,2028-10-10,10,2028,SG,Startup Graveyard,SG033,Excite@Home - The $6.7 Billion Cable Internet Collapse,$6.7B,$20-35
145,2028-10-10,10,2028,LB,Legal Billions,LB025,Camp Lejeune Water Contamination - $6.7 Billion Fund,$6.7B,$18-30
146,2028-10-17,10,2028,CC,Cartel Capital,CC050,Dubai Property: Cartel Investment Paradise,$Billions,$18-32
146,2028-10-17,10,2028,EI,Early Intel,EI042,Deutsche Bank's M&A Leak Factory,$10B+,$15-28
146,2028-10-17,10,2028,SG,Startup Graveyard,SG034,MoviePass - $10/Month for Unlimited Movies (Math Didn't Work),$68M,$20-35
146,2028-10-17,10,2028,LB,Legal Billions,LB026,Flint Water Crisis - $626 Million State Settlement,$626M,$18-30
147,2028-10-24,10,2028,EI,Early Intel,EI043,Dennis Kozlowski's Tyco Insider Loans: $600M Theft,$600M,$15-28
147,2028-10-24,10,2028,SG,Startup Graveyard,SG035,Homejoy - The Cleaning Startup Uber Couldn't Save,$38M,$20-35
147,2028-10-24,10,2028,LB,Legal Billions,LB027,Love Canal - The Original Toxic Cleanup,$129M (1995 dollars),$18-30
148,2028-10-31,10,2028,EI,Early Intel,EI044,Jeffrey Skilling's Enron Stock Dumps: Sold at $60 Before $0,$70M,$15-28
148,2028-10-31,10,2028,SG,Startup Graveyard,SG036,Sprig - The $60 Million Meal Delivery Flameout,$60M,$20-35
148,2028-10-31,10,2028,LB,Legal Billions,LB028,Erin Brockovich/PG&E Hinkley - $333 Million,$333M,$18-30
149,2028-11-07,11,2028,EI,Early Intel,EI045,Kenneth Lay's Enron Sales: Sold While Encouraging Buys,$90M,$15-28
149,2028-11-07,11,2028,SG,Startup Graveyard,SG037,Shyp - On-Demand Shipping That Nobody Demanded,$62M,$20-35
149,2028-11-07,11,2028,LB,Legal Billions,LB029,Exxon Valdez - $5 Billion Verdict Slashed to $500 Million,$500M Final,$18-30
150,2028-11-14,11,2028,EI,Early Intel,EI046,Bernie Ebbers' WorldCom Exit: Sold Before $11B Fraud,$Millions,$15-28
150,2028-11-14,11,2028,SG,Startup Graveyard,SG038,Luxe - Valet Parking Startup With No Exit,$25M,$20-35
150,2028-11-14,11,2028,LB,Legal Billions,LB030,Duke Energy Coal Ash - $1.1 Billion Cleanup,$1.1B,$18-30
151,2028-11-21,11,2028,EI,Early Intel,EI047,Richard Fuld's Lehman Sales: $250M Cashed Out Pre-Collapse,$250M,$15-28
151,2028-11-21,11,2028,SG,Startup Graveyard,SG039,Washio - Uber for Laundry That Got Cleaned Out,$17M,$20-35
151,2028-11-21,11,2028,LB,Legal Billions,LB031,McDonald's Hot Coffee - The Real Liebeck Story,$2.7M Actual,$18-30
152,2028-11-28,11,2028,EI,Early Intel,EI048,Coinbase Employee Crypto Front-Running: NFT Scandal,$Millions,$15-28
152,2028-11-28,11,2028,SG,Startup Graveyard,SG040,Pebble Watch - Kickstarter Hero to Fitbit Zero,$43M Kickstarter,$20-35
152,2028-11-28,11,2028,LB,Legal Billions,LB032,Ford Pinto Memo - The $11 Per Car Safety Decision,$128M Verdict,$18-30
153,2028-12-05,12,2028,EI,Early Intel,EI049,Nathaniel Chastain's OpenSea NFT Insider Scheme,$Millions,$15-28
153,2028-12-05,12,2028,SG,Startup Graveyard,SG041,Doppler Labs - Apple AirPods Killed This Startup,$51M,$20-35
153,2028-12-05,12,2028,LB,Legal Billions,LB033,Takata Airbags - $1.5 Billion Criminal Penalty,$1.5B,$18-30
154,2028-12-12,12,2028,EI,Early Intel,EI050,Sam Bankman-Fried's Alameda/FTX Information Advantage,$Billions,$15-28
154,2028-12-12,12,2028,SG,Startup Graveyard,SG042,Lily Drone - The Camera Drone That Never Shipped,$15M Preorders,$20-35
154,2028-12-12,12,2028,LB,Legal Billions,LB034,GM Ignition Switch - $900 Million Criminal Fine,$900M+,$18-30
155,2028-12-19,12,2028,SG,Startup Graveyard,SG043,Coolest Cooler - Kickstarter's $13 Million Disaster,$13M Kickstarter,$20-35
155,2028-12-19,12,2028,LB,Legal Billions,LB035,Boeing 737 MAX - $2.5 Billion Deferred Prosecution,$2.5B,$18-30
156,2028-12-26,12,2028,SG,Startup Graveyard,SG044,Skully Helmets - The $15 Million AR Motorcycle Helmet,$15M,$20-35
156,2028-12-26,12,2028,LB,Legal Billions,LB036,Firestone Tire Failures - $3 Billion Settlement,$3B,$18-30
157,2029-01-02,1,2029,SG,Startup Graveyard,SG045,Ouya - The Android Gaming Console Nobody Played,$8.6M Kickstarter,$20-35
157,2029-01-02,1,2029,LB,Legal Billions,LB037,Enron Shareholder Settlement - $7.2 Billion,$7.2B,$18-30
158,2029-01-09,1,2029,SG,Startup Graveyard,SG046,Quora's Endless Pivot - From Q&A to AI to Poe,$2B Valuation,$20-35
158,2029-01-09,1,2029,LB,Legal Billions,LB038,WorldCom Investor Recovery - $6.1 Billion,$6.1B,$18-30
159,2029-01-16,1,2029,SG,Startup Graveyard,SG047,Yahoo - The Internet Giant That Pivoted to Irrelevance,$125B Peak,$20-35
159,2029-01-16,1,2029,LB,Legal Billions,LB039,Bank of America Mortgage Securities - $16.65 Billion,$16.65B,$18-30
160,2029-01-23,1,2029,SG,Startup Graveyard,SG048,Tumblr - $1.1 Billion to Yahoo Sold for $3 Million,$1.1B to $3M,$20-35
160,2029-01-23,1,2029,LB,Legal Billions,LB040,JPMorgan RMBS Settlement - $13 Billion,$13B,$18-30
161,2029-01-30,1,2029,SG,Startup Graveyard,SG049,Medium - Ev Williams Third Company Still Looking for Business Model,$600M Valuation,$20-35
161,2029-01-30,1,2029,LB,Legal Billions,LB041,Tyco Shareholder Suit - $3 Billion,$3B,$18-30
162,2029-02-06,2,2029,SG,Startup Graveyard,SG050,Vice Media - $5.7 Billion Valuation to Bankruptcy,$5.7B Peak,$20-35
162,2029-02-06,2,2029,LB,Legal Billions,LB042,Columbia/HCA - $1.7 Billion Qui Tam,$1.7B,$18-30
163,2029-02-13,2,2029,LB,Legal Billions,LB043,GlaxoSmithKline - $3 Billion Healthcare Fraud,$3B,$18-30
164,2029-02-20,2,2029,LB,Legal Billions,LB044,Pfizer - $2.3 Billion Off-Label Marketing,$2.3B,$18-30
165,2029-02-27,2,2029,LB,Legal Billions,LB045,Tenet Healthcare - $900 Million Medicare Fraud,$900M,$18-30
166,2029-03-06,3,2029,LB,Legal Billions,LB046,Abbott Labs - $1.5 Billion Depakote Settlement,$1.5B,$18-30
167,2029-03-13,3,2029,LB,Legal Billions,LB047,Social Media Youth Mental Health - Billions Coming,$Billions Expected,$18-30
168,2029-03-20,3,2029,LB,Legal Billions,LB048,Hair Relaxer Cancer - 60000+ Plaintiffs,$Billions Expected,$18-30
169,2029-03-27,3,2029,LB,Legal Billions,LB049,Paraquat Parkinson's Disease - 5000+ Cases,$Billions Expected,$18-30
170,2029-04-03,4,2029,LB,Legal Billions,LB050,Tylenol Autism - Emerging Litigation,$Billions Expected,$18-30
